Provider Number,Hospital Name,Address,City,State,Zip Code,County Name,SCIP-Inf-1 Performance Rate,SCIP-Inf-1 Achievement Points,SCIP-Inf-1 Improvement Points,SCIP-Inf-1 Measure Score,SCIP-Inf-2 Performance Rate,SCIP-Inf-2 Achievement Points,SCIP-Inf-2 Improvement Points,SCIP-Inf-2 Measure Score,SCIP-Inf-3 Performance Rate,SCIP-Inf-3 Achievement Points,SCIP-Inf-3 Improvement Points,SCIP-Inf-3 Measure Score,SCIP-Inf-4 Performance Rate,SCIP-Inf-4 Achievement Points,SCIP-Inf-4 Improvement Points,SCIP-Inf-4 Measure Score,SCIP-Inf-9 Performance Rate,SCIP-Inf-9 Achievement Points,SCIP-Inf-9 Improvement Points,SCIP-Inf-9 Measure Score,HAI Condition/Procedure Score
"410006","NEWPORT HOSPITAL","FRIENDSHIP STREET","Newport","RI","02840","NEWPORT","0.99371","5 out of 10","0 out of 9","5 out of 10","0.99371","5 out of 10","7 out of 9","7 out of 10","0.99367","7 out of 10","8 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","30"
"410007","RHODE ISLAND HOSPITAL","593 EDDY STREET","Providence","RI","02902","PROVIDENCE","1.00000","10 out of 10","9 out of 9","10 out of 10","0.98598","0 out of 10","1 out of 9","1 out of 10","0.99031","6 out of 10","1 out of 9","6 out of 10","0.97516","4 out of 10","0 out of 9","4 out of 10","0.94724","0 out of 10","4 out of 9","4 out of 10","25"
"410008","SOUTH COUNTY HOSPITAL INC","100 KENYON AVE","Wakefield","RI","02879","WASHINGTON","0.98842","2 out of 10","4 out of 9","4 out of 10","0.97683","0 out of 10","0 out of 9","0 out of 10","0.98837","5 out of 10","0 out of 9","5 out of 10","Not Available","Not Available","Not Available","Not Available","0.98387","7 out of 10","0 out of 9","7 out of 10","16"
"410009","KENT COUNTY MEMORIAL HOSPITAL","455 TOLL GATE RD","Warwick","RI","02886","KENT","0.97746","0 out of 10","4 out of 9","4 out of 10","0.97746","0 out of 10","0 out of 9","0 out of 10","0.96866","0 out of 10","2 out of 9","2 out of 10","Not Available","Not Available","Not Available","Not Available","0.92995","0 out of 10","3 out of 9","3 out of 10","9"
"410010","WOMEN AND INFANTS HOSPITAL OF RHODE ISLAND","101 DUDLEY STREET","Providence","RI","02905","PROVIDENCE","0.98936","2 out of 10","7 out of 9","7 out of 10","0.98936","2 out of 10","7 out of 9","7 out of 10","0.98925","6 out of 10","8 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","22"
"410011","LANDMARK MEDICAL CENTER,  INC","115 CASS AVE","Woonsocket","RI","02895","PROVIDENCE","0.98519","0 out of 10","7 out of 9","7 out of 10","0.98496","0 out of 10","3 out of 9","3 out of 10","0.97600","1 out of 10","5 out of 9","5 out of 10","Not Available","Not Available","Not Available","Not Available","0.93684","0 out of 10","7 out of 9","7 out of 10","22"
"410012","MIRIAM HOSPITAL","164 SUMMIT AVENUE","Providence","RI","02906","PROVIDENCE","0.96552","0 out of 10","0 out of 9","0 out of 10","0.99423","6 out of 10","0 out of 9","6 out of 10","0.99183","7 out of 10","3 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available","0.99522","9 out of 10","9 out of 9","9 out of 10","22"
"410013","WESTERLY HOSPITAL","25 WELLS STREET","Westerly","RI","02891","WASHINGTON","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","0.98361","4 out of 10","6 out of 9","6 out of 10","Not Available","Not Available","Not Available","Not Available","0.98667","7 out of 10","7 out of 9","7 out of 10","33"
"420002","PIEDMONT MEDICAL CENTER","222 S HERLONG AVE","Rock Hill","SC","29730","YORK","0.99371","5 out of 10","7 out of 9","7 out of 10","0.98745","1 out of 10","3 out of 9","3 out of 10","0.96154","0 out of 10","1 out of 9","1 out of 10","0.96703","3 out of 10","0 out of 9","3 out of 10","0.97297","5 out of 10","4 out of 9","5 out of 10","19"
"420004","MUSC MEDICAL CENTER","169 ASHLEY AVE","Charleston","SC","29425","CHARLESTON","0.99634","7 out of 10","7 out of 9","7 out of 10","0.99266","5 out of 10","4 out of 9","5 out of 10","0.99808","9 out of 10","9 out of 9","9 out of 10","0.97183","4 out of 10","6 out of 9","6 out of 10","0.99063","8 out of 10","7 out of 9","8 out of 10","35"
"420005","MCLEOD MEDICAL CENTER - DILLON","301 E JACKSON ST","Dillon","SC","29536","DILLON","1.00000","10 out of 10","0 out of 9","10 out of 10","0.98246","0 out of 10","0 out of 9","0 out of 10","0.94231","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","20"
"420007","SPARTANBURG REGIONAL MEDICAL CENTER","101 E WOOD ST","Spartanburg","SC","29303","SPARTANBURG","0.98826","2 out of 10","1 out of 9","2 out of 10","0.99581","7 out of 10","8 out of 9","8 out of 10","0.97917","2 out of 10","2 out of 9","2 out of 10","0.99708","9 out of 10","9 out of 9","9 out of 10","0.98262","6 out of 10","0 out of 9","6 out of 10","27"
"420009","GHS OCONEE MEMORIAL  HOSPITAL","298 MEMORIAL DRIVE","Seneca","SC","29672","OCONEE","0.98758","1 out of 10","3 out of 9","3 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99355","7 out of 10","8 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available","0.93956","0 out of 10","0 out of 9","0 out of 10","21"
"420010","CAROLINA PINES REGIONAL MEDICAL CENTER","1304 W BOBO NEWSOM HWY","Hartsville","SC","29550","DARLINGTON","0.99265","5 out of 10","0 out of 9","5 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.98400","4 out of 10","1 out of 9","4 out of 10","Not Available","Not Available","Not Available","Not Available","0.97297","5 out of 10","0 out of 9","5 out of 10","24"
"420011","CANNON MEMORIAL HOSPITAL","123 MEDICAL PARK DRIVE PO BOX 188","Pickens","SC","29671","PICKENS","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","0.94444","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","30"
"420015","BAPTIST EASLEY HOSPITAL","PO BOX 2129","Easley","SC","29641","PICKENS","0.99281","5 out of 10","0 out of 9","5 out of 10","0.99281","5 out of 10","0 out of 9","5 out of 10","0.98485","4 out of 10","5 out of 9","5 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","25"
"420018","PALMETTO HEALTH RICHLAND","5 RICHLAND MEDICAL PARK","Columbia","SC","29203","RICHLAND","0.99902","9 out of 10","6 out of 9","9 out of 10","0.99705","8 out of 10","5 out of 9","8 out of 10","0.97881","2 out of 10","0 out of 9","2 out of 10","0.99322","8 out of 10","0 out of 9","8 out of 10","0.97490","5 out of 10","2 out of 9","5 out of 10","32"
"420019","CHESTER REGIONAL MEDICAL CENTER","1 MEDICAL PARK DRIVE","Chester","SC","29706","CHESTER","1.00000","10 out of 10","0 out of 9","10 out of 10","0.94000","0 out of 10","0 out of 9","0 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","0.93750","0 out of 10","0 out of 9","0 out of 10","20"
"420020","GEORGETOWN MEMORIAL HOSPITAL","606 BLACK RIVER RD DRAWER 1718","Georgetown","SC","29440","GEORGETOWN","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.94444","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available","0.90123","0 out of 10","0 out of 9","0 out of 10","20"
"420023","ST FRANCIS-DOWNTOWN","ONE ST FRANCIS DR","Greenville","SC","29601","GREENVILLE","0.99790","8 out of 10","9 out of 9","9 out of 10","0.99580","7 out of 10","6 out of 9","7 out of 10","0.98710","5 out of 10","3 out of 9","5 out of 10","0.99338","9 out of 10","5 out of 9","9 out of 10","0.98963","8 out of 10","7 out of 9","8 out of 10","38"
"420026","SISTERS OF CHARITY PROVIDENCE HOSPITALS","2435 FOREST DR","Columbia","SC","29204","RICHLAND","0.99774","8 out of 10","7 out of 9","8 out of 10","0.99321","5 out of 10","0 out of 9","5 out of 10","0.97506","1 out of 10","3 out of 9","3 out of 10","0.98895","8 out of 10","6 out of 9","8 out of 10","0.99069","8 out of 10","8 out of 9","8 out of 10","32"
"420027","ANMED HEALTH","800 N FANT ST","Anderson","SC","29621","ANDERSON","0.99735","8 out of 10","8 out of 9","8 out of 10","0.99335","5 out of 10","7 out of 9","7 out of 10","0.99585","8 out of 10","5 out of 9","8 out of 10","0.98214","6 out of 10","2 out of 9","6 out of 10","0.99025","8 out of 10","8 out of 9","8 out of 10","37"
"420030","COLLETON MEDICAL CENTER","501 ROBERTSON BOULEVARD","Walterboro","SC","29488","COLLETON","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","0 out of 9","10 out of 10","40"
"420033","GHS GREER MEMORIAL HOSPITAL","830 SOUTH BUNCOMBE ROAD","Greer","SC","29650","GREENVILLE","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99752","8 out of 10","0 out of 9","8 out of 10","0.99000","6 out of 10","2 out of 9","6 out of 10","Not Available","Not Available","Not Available","Not Available","0.98448","7 out of 10","6 out of 9","7 out of 10","31"
"420036","SPRINGS MEMORIAL HOSPITAL","800 W MEETING ST","Lancaster","SC","29720","LANCASTER","1.00000","10 out of 10","0 out of 9","10 out of 10","0.98889","2 out of 10","0 out of 9","2 out of 10","0.97647","1 out of 10","0 out of 9","1 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","0 out of 9","10 out of 10","23"
"420037","GHS-HILLCREST MEMORIAL HOSPITAL","729 SOUTH EAST MAIN STREET","Simpsonville","SC","29681","GREENVILLE","0.99465","6 out of 10","0 out of 9","6 out of 10","0.99465","6 out of 10","0 out of 9","6 out of 10","0.99454","8 out of 10","6 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available","0.97925","6 out of 10","0 out of 9","6 out of 10","26"
"420038","GHS  LAURENS COUNTY MEMORIAL HOSPITAL","22725 HIGHWAY 76 EAST","Clinton","SC","29325","LAURENS","1.00000","10 out of 10","9 out of 9","10 out of 10","0.98000","0 out of 10","3 out of 9","3 out of 10","0.95238","0 out of 10","5 out of 9","5 out of 10","Not Available","Not Available","Not Available","Not Available","0.96711","4 out of 10","2 out of 9","4 out of 10","22"
"420039","WALLACE THOMSON HOSPITAL","322 W SOUTH ST PO BOX 789","Union","SC","29379","UNION","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.81818","0 out of 10","Not Available","0 out of 10","0"
"420043","NOVANT HEALTH GAFFNEY MEDICAL CENTER","1530 N LIMESTONE ST","Gaffney","SC","29340","CHEROKEE","1.00000","10 out of 10","9 out of 9","10 out of 10","0.97826","0 out of 10","0 out of 9","0 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","0.80000","0 out of 10","0 out of 9","0 out of 10","20"
"420048","KERSHAW HEALTH","HAILE AND ROBERTS STREETS, BOX 7003","Camden","SC","29020","KERSHAW","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99338","5 out of 10","7 out of 9","7 out of 10","0.97917","2 out of 10","2 out of 9","2 out of 10","Not Available","Not Available","Not Available","Not Available","0.96341","3 out of 10","0 out of 9","3 out of 10","22"
"420049","CONWAY MEDICAL CENTER","300 SINGLETON RIDGE ROAD","Conway","SC","29526","HORRY","0.98893","2 out of 10","0 out of 9","2 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99248","7 out of 10","0 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available","0.97861","6 out of 10","0 out of 9","6 out of 10","25"
"420051","MCLEOD REGIONAL MEDICAL CENTER-PEE DEE","555 E CHEVES ST BOX 8700","Florence","SC","29506","FLORENCE","0.99739","8 out of 10","8 out of 9","8 out of 10","0.99198","4 out of 10","7 out of 9","7 out of 10","0.98061","3 out of 10","5 out of 9","5 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99216","8 out of 10","8 out of 9","8 out of 10","38"
"420053","NEWBERRY COUNTY MEMORIAL HOSPITAL","2669 KINARD ST PO BOX 497","Newberry","SC","29108","NEWBERRY","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99138","4 out of 10","0 out of 9","4 out of 10","0.98230","3 out of 10","0 out of 9","3 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","27"
"420054","MARLBORO PARK HOSPITAL","1138 CHERAW HIGHWAY","Bennettsville","SC","29512","MARLBORO","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"420055","CAROLINAS HOSPITAL SYSTEM MARION","2829 E HWY 76","Mullins","SC","29574","MARION","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.92593","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available","0.87500","0 out of 10","2 out of 9","2 out of 10","22"
"420062","CHESTERFIELD GENERAL HOSPITAL","711 CHESTERFIELD HIGHWAY","Cheraw","SC","29520","CHESTERFIELD","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","30"
"420065","BON SECOURS-ST FRANCIS XAVIER HOSPITAL","2095 HENRY TECKLENBURG DRIVE","Charleston","SC","29414","CHARLESTON","0.98400","0 out of 10","0 out of 9","0 out of 10","0.99200","4 out of 10","0 out of 9","4 out of 10","0.98333","4 out of 10","0 out of 9","4 out of 10","Not Available","Not Available","Not Available","Not Available","0.99254","8 out of 10","9 out of 9","9 out of 10","17"
"420066","LAKE CITY COMMUNITY HOSPITAL","258 N RON MCNAIR BLVD","Lake City","SC","29560","FLORENCE","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"420067","BEAUFORT COUNTY MEMORIAL HOSPITAL","955 RIBAUT RD","Beaufort","SC","29902","BEAUFORT","0.99372","5 out of 10","7 out of 9","7 out of 10","0.99580","7 out of 10","8 out of 9","8 out of 10","0.98261","3 out of 10","4 out of 9","4 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","29"
"420068","TRMC OF ORANGEBURG & CALHOUN","3000 ST MATTHEWS RD BOX 1806","Orangeburg","SC","29115","ORANGEBURG","0.98964","3 out of 10","0 out of 9","3 out of 10","0.97906","0 out of 10","0 out of 9","0 out of 10","0.91935","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available","0.90476","0 out of 10","1 out of 9","1 out of 10","4"
"420069","CLARENDON MEMORIAL HOSPITAL","10 HOSPITAL ST BOX 550","Manning","SC","29102","CLARENDON","0.92405","0 out of 10","0 out of 9","0 out of 10","0.97468","0 out of 10","4 out of 9","4 out of 10","0.91139","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available","0.90667","0 out of 10","4 out of 9","4 out of 10","8"
"420070","TUOMEY HEALTHCARE SYSTEM","129 N WASHINGTON ST","Sumter","SC","29150","SUMTER","0.95876","0 out of 10","0 out of 9","0 out of 10","0.98282","0 out of 10","0 out of 9","0 out of 10","0.96853","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available","0.96584","3 out of 10","2 out of 9","3 out of 10","3"
"420071","SELF REGIONAL HEALTHCARE","1325 SPRING STREET","Greenwood","SC","29646","GREENWOOD","0.99409","6 out of 10","7 out of 9","7 out of 10","0.99556","7 out of 10","8 out of 9","8 out of 10","0.96997","0 out of 10","3 out of 9","3 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.92462","0 out of 10","2 out of 9","2 out of 10","30"
"420072","HAMPTON REGIONAL MEDICAL CENTER","595 WEST CAROLINA AVENUE","Varnville","SC","29944","HAMPTON","0.88235","0 out of 10","0 out of 9","0 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","20"
"420073","LEXINGTON MEDICAL CENTER","2720 SUNSET BLVD","West Columbia","SC","29169","LEXINGTON","0.98876","2 out of 10","4 out of 9","4 out of 10","0.99437","6 out of 10","8 out of 9","8 out of 10","0.98575","4 out of 10","6 out of 9","6 out of 10","1.00000","10 out of 10","Not Available","10 out of 10","0.95753","2 out of 10","6 out of 9","6 out of 10","34"
"420078","GHS GREENVILLE MEMORIAL HOSPITAL","701 GROVE RD","Greenville","SC","29605","GREENVILLE","0.99485","6 out of 10","0 out of 9","6 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.98390","4 out of 10","0 out of 9","4 out of 10","0.99427","9 out of 10","0 out of 9","9 out of 10","0.94066","0 out of 10","6 out of 9","6 out of 10","35"
"420079","TRIDENT MEDICAL CENTER","9330 MEDICAL PLAZA DR","Charleston","SC","29406","CHARLESTON","0.99825","8 out of 10","5 out of 9","8 out of 10","0.99651","7 out of 10","0 out of 9","7 out of 10","0.98732","5 out of 10","2 out of 9","5 out of 10","0.99371","9 out of 10","1 out of 9","9 out of 10","0.95339","1 out of 10","0 out of 9","1 out of 10","30"
"420080","HILTON HEAD REGIONAL MEDICAL CENTER","25 HOSPITAL CENTER BLVD","Hilton Head Island","SC","29925","BEAUFORT","0.99687","7 out of 10","6 out of 9","7 out of 10","0.99369","5 out of 10","0 out of 9","5 out of 10","0.97386","0 out of 10","0 out of 9","0 out of 10","0.94915","0 out of 10","0 out of 9","0 out of 10","0.98058","6 out of 10","8 out of 9","8 out of 10","20"
"420082","AIKEN REGIONAL MEDICAL CENTER","302 UNIVERSITY PARKWAY","Aiken","SC","29801","AIKEN","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99706","8 out of 10","7 out of 9","8 out of 10","0.98765","5 out of 10","6 out of 9","6 out of 10","0.89286","0 out of 10","3 out of 9","3 out of 10","0.99554","9 out of 10","9 out of 9","9 out of 10","36"
