Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,PN-3b Performance Rate,PN-3b Achievement Points,PN-3b Improvement Points,PN-3b Measure Score,PN-6 Performance Rate,PN-6 Achievement Points,PN-6 Improvement Points,PN-6 Measure Score,PN Condition/Procedure Score
"100124","SANTA ROSA MEDICAL CENTER","6002 BERRYHILL RD","Milton","FL","32570","SANTA ROSA","0.98718","4 out of 10","0 out of 9","4 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","14"
"100286","PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE","6101 PINE RIDGE ROAD","Naples","FL","34119","COLLIER","1.00000","10 out of 10","0 out of 9","10 out of 10","0.99371","8 out of 10","0 out of 9","8 out of 10","18"
"330085","AURELIA OSBORN FOX MEMORIAL HOSPITAL","ONE NORTON AVENUE","Oneonta","NY","13820","OTSEGO","0.96907","0 out of 10","0 out of 9","0 out of 10","0.81159","0 out of 10","0 out of 9","0 out of 10","0"
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","Laurinburg","NC","28352","SCOTLAND","0.99015","6 out of 10","0 out of 9","6 out of 10","0.98276","6 out of 10","6 out of 9","6 out of 10","12"
"360351","CRYSTAL CLINIC ORTHOPAEDIC CENTER","444 NORTH MAIN STREET","Akron","OH","44310","SUMMIT","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"520193","AURORA BAYCARE MEDICAL CTR","2845 GREENBRIER RD","Green Bay","WI","54313","BROWN","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","20"
"190026","RAPIDES REGIONAL MEDICAL CENTER","211 4TH STREET","Alexandria","LA","71301","RAPIDES","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","20"
"190027","CHRISTUS ST PATRICK HOSPITAL","524 DR MICHAEL DEBAKEY STREET","Lake Charles","LA","70601","CALCASIEU","0.97619","0 out of 10","5 out of 9","5 out of 10","0.93750","0 out of 10","5 out of 9","5 out of 10","10"
"670008","HOUSTON PHYSICIANS' HOSPITAL","333 N TEXAS AVENUE","Webster","TX","77598","HARRIS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"360077","FAIRVIEW HOSPITAL","18101 LORAIN AVENUE","Cleveland","OH","44111","CUYAHOGA","0.97590","0 out of 10","2 out of 9","2 out of 10","0.97037","3 out of 10","0 out of 9","3 out of 10","5"
"140217","PRESENCE SAINT JOSEPH HOSPITAL - ELGIN","77 N AIRLITE STREET","Elgin","IL","60123","KANE","0.96875","0 out of 10","1 out of 9","1 out of 10","0.96296","1 out of 10","5 out of 9","5 out of 10","6"
"140213","SILVER CROSS HOSPITAL  AND MEDICAL CENTERS","1900 SILVER CROSS BLVD","New Lenox","IL","60451","WILL","0.96795","0 out of 10","0 out of 9","0 out of 10","0.97059","3 out of 10","1 out of 9","3 out of 10","3"
"330073","UNITED MEMORIAL MEDICAL CENTER","127 NORTH STREET","Batavia","NY","14020","GENESEE","0.98256","2 out of 10","6 out of 9","6 out of 10","0.92000","0 out of 10","2 out of 9","2 out of 10","8"
"190175","RIVER PARISHES HOSPITAL","500 RUE DE SANTE","Laplace","LA","70068","ST. JOHN THE BAPTIST","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","20"
"140114","SWEDISH COVENANT HOSPITAL","5145 N CALIFORNIA AVE","Chicago","IL","60625","COOK","0.98889","5 out of 10","5 out of 9","5 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","15"
"050224","HOAG MEMORIAL HOSPITAL PRESBYTERIAN","ONE HOAG DRIVE","Newport Beach","CA","92663","ORANGE","0.99507","8 out of 10","7 out of 9","8 out of 10","0.95050","0 out of 10","4 out of 9","4 out of 10","12"
"450032","GOOD SHEPHERD MEDICAL CENTER MARSHALL","811 S WASHINGTON","Marshall","TX","75670","HARRISON","0.99468","7 out of 10","9 out of 9","9 out of 10","0.99010","7 out of 10","9 out of 9","9 out of 10","18"
"450675","MEDICAL CENTER OF ARLINGTON","3301 MATLOCK ROAD","Arlington","TX","76015","TARRANT","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","20"
"050108","SUTTER GENERAL HOSPITAL","2801 L STREET","Sacramento","CA","95816","SACRAMENTO","0.98101","2 out of 10","0 out of 9","2 out of 10","0.97143","3 out of 10","0 out of 9","3 out of 10","5"
"030033","PAYSON REGIONAL MEDICAL CENTER","807 SOUTH PONDEROSA DRIVE","Payson","AZ","855415542","GILA","0.97802","1 out of 10","0 out of 9","1 out of 10","0.98305","6 out of 10","1 out of 9","6 out of 10","7"
"190270","SOUTHERN SURGICAL HOSPITAL","1700 W LINDBERG DRIVE","Slidell","LA","70458","ST. TAMMANY","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"230020","OAKWOOD HOSPITAL - DEARBORN","18101 OAKWOOD BLVD","Royal Oak","MI","48073","WAYNE","0.99180","6 out of 10","7 out of 9","7 out of 10","0.96591","2 out of 10","5 out of 9","5 out of 10","12"
"490002","RUSSELL COUNTY MEDICAL CENTER","58 CARROLL STREET","Lebanon","VA","24266","RUSSELL","0.97297","0 out of 10","0 out of 9","0 out of 10","0.95455","0 out of 10","4 out of 9","4 out of 10","4"
"230105","MCLAREN - NORTHERN MICHIGAN","416 CONNABLE AVE","Petoskey","MI","49770","EMMET","0.96571","0 out of 10","2 out of 9","2 out of 10","0.98810","7 out of 10","4 out of 9","7 out of 10","9"
"300001","CONCORD HOSPITAL","250 PLEASANT ST","Concord","NH","03301","MERRIMACK","0.99123","6 out of 10","6 out of 9","6 out of 10","0.99061","7 out of 10","7 out of 9","7 out of 10","13"
"390057","GRAND VIEW HOSPITAL","700 LAWN AVENUE","Sellersville","PA","18960","BUCKS","1.00000","10 out of 10","9 out of 9","10 out of 10","0.98529","6 out of 10","3 out of 9","6 out of 10","16"
"150164","MONROE HOSPITAL","4011 S MONROE MEDICAL PARK BLVD","Bloomington","IN","47403","MONROE","1.00000","10 out of 10","9 out of 9","10 out of 10","0.72414","0 out of 10","0 out of 9","0 out of 10","10"
"510002","GREENBRIER VALLEY MEDICAL CENTER","202 MAPLEWOOD AVENUE  PO BOX 497","Ronceverte","WV","24970","GREENBRIER","1.00000","10 out of 10","9 out of 9","10 out of 10","0.97368","4 out of 10","0 out of 9","4 out of 10","14"
"020024","CENTRAL PENINSULA GENERAL HOSPITAL","250 HOSPITAL PLACE","Soldotna","AK","99669","KENAI-COOK INLET","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","20"
"390290","HAHNEMANN UNIVERSITY HOSPITAL","230 NORTH BROAD STREET","Philadelphia","PA","19102","PHILADELPHIA","0.99556","8 out of 10","0 out of 9","8 out of 10","0.95181","0 out of 10","0 out of 9","0 out of 10","8"
"220086","BETH ISRAEL DEACONESS MEDICAL CENTER","330 BROOKLINE AVENUE","Boston","MA","02215","SUFFOLK","0.96818","0 out of 10","0 out of 9","0 out of 10","0.96923","3 out of 10","3 out of 9","3 out of 10","3"
"390163","ACMH HOSPITAL","ONE NOLTE DRIVE","Kittanning","PA","16201","ARMSTRONG","0.98000","1 out of 10","0 out of 9","1 out of 10","0.94898","0 out of 10","1 out of 9","1 out of 10","2"
"200025","PARKVIEW ADVENTIST MEDICAL CENTER","329 MAIN ST","Brunswick","ME","04011","CUMBERLAND","0.94118","0 out of 10","0 out of 9","0 out of 10","0.93939","0 out of 10","0 out of 9","0 out of 10","0"
"200020","YORK HOSPITAL","15 HOSPITAL DRIVE","York","ME","03909","YORK","0.97619","0 out of 10","4 out of 9","4 out of 10","0.97297","4 out of 10","1 out of 9","4 out of 10","8"
"450743","TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON","3000 N I-35","Denton","TX","76201","DENTON","0.99631","8 out of 10","6 out of 9","8 out of 10","0.98225","6 out of 10","6 out of 9","6 out of 10","14"
"360143","MARYMOUNT HOSPITAL","12300 MCCRACKEN ROAD","Garfield Heights","OH","44125","CUYAHOGA","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","20"
"150072","MEMORIAL HOSPITAL","1101 MICHIGAN AVE","Logansport","IN","46947","CASS","0.97701","0 out of 10","0 out of 9","0 out of 10","0.98824","7 out of 10","7 out of 9","7 out of 10","7"
"170040","UNIVERSITY OF KANSAS HOSPITAL","3901 RAINBOW BLVD","Kansas City","KS","66103","WYANDOTTE","0.99709","8 out of 10","9 out of 9","9 out of 10","0.98507","6 out of 10","0 out of 9","6 out of 10","15"
"450771","TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO","6200 W PARKER RD","Plano","TX","75093","COLLIN","0.98165","2 out of 10","3 out of 9","3 out of 10","0.98561","6 out of 10","7 out of 9","7 out of 10","10"
"240078","FAIRVIEW SOUTHDALE HOSPITAL","6401 FRANCE AVENUE SOUTH","Edina","MN","55435","HENNEPIN","0.99725","8 out of 10","7 out of 9","8 out of 10","0.99517","8 out of 10","8 out of 9","8 out of 10","16"
"240044","WINONA HEALTH SERVICES","855 MANKATO AVENUE","Winona","MN","55987","WINONA","0.97414","0 out of 10","0 out of 9","0 out of 10","0.89831","0 out of 10","0 out of 9","0 out of 10","0"
"230040","PENNOCK HOSPITAL","1009 W GREEN ST","Hastings","MI","49058","BARRY","1.00000","10 out of 10","0 out of 9","10 out of 10","0.95349","0 out of 10","0 out of 9","0 out of 10","10"
"330249","COMMUNITY MEMORIAL HOSPITAL, INC","150 BROAD STREET","Hamilton","NY","13346","MADISON","0.92958","0 out of 10","0 out of 9","0 out of 10","0.91525","0 out of 10","0 out of 9","0 out of 10","0"
"360035","MOUNT CARMEL WEST","793 WEST STATE STREET","Columbus","OH","43222","FRANKLIN","0.93939","0 out of 10","0 out of 9","0 out of 10","0.95489","0 out of 10","0 out of 9","0 out of 10","0"
"420010","CAROLINA PINES REGIONAL MEDICAL CENTER","1304 W BOBO NEWSOM HWY","Hartsville","SC","29550","DARLINGTON","0.98582","4 out of 10","0 out of 9","4 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","14"
"330246","ST CHARLES HOSPITAL","200 BELLE TERRE ROAD","Port Jefferson","NY","11777","SUFFOLK","0.99213","6 out of 10","7 out of 9","7 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","17"
"050551","LOS ALAMITOS MEDICAL CENTER","3751 KATELLA AVENUE","Los Alamitos","CA","90720","ORANGE","1.00000","10 out of 10","9 out of 9","10 out of 10","0.94595","0 out of 10","0 out of 9","0 out of 10","10"
"050342","PIONEERS MEMORIAL HEALTHCARE DISTRICT","207 WEST LEGION ROAD","Brawley","CA","92227","IMPERIAL","0.95973","0 out of 10","1 out of 9","1 out of 10","0.99000","7 out of 10","7 out of 9","7 out of 10","8"
"220083","BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM","148 CHESTNUT STREET","Needham","MA","02494","NORFOLK","0.88172","0 out of 10","0 out of 9","0 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"520008","WAUKESHA MEMORIAL HOSPITAL","725 AMERICAN AVE","Waukesha","WI","53188","WAUKESHA","1.00000","10 out of 10","9 out of 9","10 out of 10","0.95918","1 out of 10","0 out of 9","1 out of 10","11"
"420023","ST FRANCIS-DOWNTOWN","ONE ST FRANCIS DR","Greenville","SC","29601","GREENVILLE","0.95263","0 out of 10","0 out of 9","0 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"450152","METROPLEX HOSPITAL","2201 S CLEAR CREEK ROAD","Killeen","TX","76542","BELL","0.98947","5 out of 10","5 out of 9","5 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","15"
"440015","THE UNIVERSITY OF TN MEDICAL CENTER","1924 ALCOA HIGHWAY","Knoxville","TN","37920","KNOX","0.98496","3 out of 10","6 out of 9","6 out of 10","0.96875","3 out of 10","2 out of 9","3 out of 10","9"
"450661","ODESSA REGIONAL HOSPITAL","520 E 6TH STREET","Odessa","TX","79761","ECTOR","0.95238","0 out of 10","0 out of 9","0 out of 10","0.93750","0 out of 10","0 out of 9","0 out of 10","0"
"360041","PARMA COMMUNITY GENERAL HOSPITAL","7007 POWERS BOULEVARD","Parma","OH","44129","CUYAHOGA","0.98626","4 out of 10","0 out of 9","4 out of 10","0.94094","0 out of 10","0 out of 9","0 out of 10","4"
"460058","RIVERTON HOSPITAL","3741 WEST 12600 SOUTH","Riverton","UT","84065","SALT LAKE","1.00000","10 out of 10","9 out of 9","10 out of 10","0.97059","3 out of 10","3 out of 9","3 out of 10","13"
"150088","ST VINCENT ANDERSON REGIONAL HOSPITAL INC","2015 JACKSON ST","Anderson","IN","46016","MADISON","0.99561","8 out of 10","0 out of 9","8 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","18"
"220073","MORTON HOSPITAL","88 WASHINGTON STREET","Taunton","MA","02780","BRISTOL","0.97315","0 out of 10","0 out of 9","0 out of 10","0.94545","0 out of 10","0 out of 9","0 out of 10","0"
"360054","HOLZER MEDICAL CENTER","100 JACKSON PIKE","Gallipolis","OH","45631","GALLIA","0.99000","5 out of 10","7 out of 9","7 out of 10","0.93827","0 out of 10","1 out of 9","1 out of 10","8"
"390100","LANCASTER GENERAL HOSPITAL","555 NORTH DUKE STREET","Lancaster","PA","17602","LANCASTER","0.99681","8 out of 10","5 out of 9","8 out of 10","0.96486","2 out of 10","0 out of 9","2 out of 10","10"
"460039","BEAR RIVER VALLEY HOSPITAL","905 NORTH 1000 WEST","Tremonton","UT","84337","BOX ELDER","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","20"
"310112","BAYSHORE COMMUNITY HOSPITAL","727 N BEERS ST","Holmdel","NJ","07733","MONMOUTH","0.98639","4 out of 10","0 out of 9","4 out of 10","0.97849","5 out of 10","1 out of 9","5 out of 10","9"
"320089","UNM SANDOVAL REGIONAL MEDICAL CENTER","3001 BROADMOOR BLVD NE","Rio Rancho","NM","87144","SANDOVAL","0.86765","0 out of 10","Not Available","0 out of 10","0.90698","0 out of 10","Not Available","0 out of 10","0"
"180004","MUHLENBERG COMMUNITY HOSPITAL","440 HOPKINSVILLE STREET","Greenville","KY","42345","MUHLENBERG","0.98630","4 out of 10","2 out of 9","4 out of 10","0.87879","0 out of 10","0 out of 9","0 out of 10","4"
"360131","ALLIANCE COMMUNITY HOSPITAL","200 EAST STATE STREET","Alliance","OH","44601","STARK","0.95420","0 out of 10","0 out of 9","0 out of 10","0.97561","4 out of 10","6 out of 9","6 out of 10","6"
"330090","ARNOT OGDEN MEDICAL CENTER","600 ROE AVENUE","Elmira","NY","14905","CHEMUNG","0.99273","7 out of 10","6 out of 9","7 out of 10","0.94643","0 out of 10","0 out of 9","0 out of 10","7"
"260004","COOPER COUNTY MEMORIAL HOSPITAL","17651 B HWY","Boonville","MO","65233-2839","COOPER","0.83333","0 out of 10","0 out of 9","0 out of 10","0.90909","0 out of 10","0 out of 9","0 out of 10","0"
"520103","COMMUNITY MEMORIAL HOSPITAL","W180 N8085 TOWN HALL RD","Menomonee Falls","WI","53051","WAUKESHA","1.00000","10 out of 10","0 out of 9","10 out of 10","0.98020","5 out of 10","4 out of 9","5 out of 10","15"
"110122","SOUTH GEORGIA MEDICAL CENTER","2501 NORTH PATTERSON STREET, PO BOX 1727","Valdosta","GA","31603","LOWNDES","0.96797","0 out of 10","0 out of 9","0 out of 10","0.95939","1 out of 10","0 out of 9","1 out of 10","1"
"110194","DONALSONVILLE HOSPITAL INC","102 HOSPITAL CIR","Donalsonville","GA","39845","SEMINOLE","Not Available","Not Available","Not Available","Not Available","0.78261","0 out of 10","0 out of 9","0 out of 10","0"
"230142","OAKWOOD HOSPITAL - WAYNE","33155 ANNAPOLIS AVE","Wayne","MI","48184","WAYNE","0.98235","2 out of 10","0 out of 9","2 out of 10","0.93506","0 out of 10","0 out of 9","0 out of 10","2"
"220017","CARNEY HOSPITAL","2100 DORCHESTER AVENUE","Boston","MA","02124","SUFFOLK","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","20"
"320003","ALTA VISTA REGIONAL HOSPITAL","104 LEGION DRIVE","Las Vegas","NM","87701","SAN MIGUEL","0.98667","4 out of 10","7 out of 9","7 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","17"
"450891","TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN","6020 W PARKER ROAD","Plano","TX","75093","COLLIN","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"450563","BAYLOR REGIONAL MEDICAL CENTER AT GRAPEVINE","1650 W COLLEGE ST","Grapevine","TX","76051","TARRANT","0.97810","1 out of 10","0 out of 9","1 out of 10","0.97241","3 out of 10","0 out of 9","3 out of 10","4"
"230077","ST MARY'S OF MICHIGAN MEDICAL CENTER","800 S WASHINGTON AVENUE","Saginaw","MI","48601","SAGINAW","0.95333","0 out of 10","0 out of 9","0 out of 10","0.98148","5 out of 10","6 out of 9","6 out of 10","6"
"220050","BAYSTATE MARY LANE HOSPITAL","85 SOUTH STREET","Ware","MA","01082","HAMPSHIRE","0.96667","0 out of 10","0 out of 9","0 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","10"
"360348","DUBLIN METHODIST HOSPITAL","7500 HOSPITAL AVENUE","Dublin","OH","43016","FRANKLIN","0.98901","5 out of 10","0 out of 9","5 out of 10","0.96552","2 out of 10","0 out of 9","2 out of 10","7"
"340098","CAROLINAS MEDICAL  CENTER-PINEVILLE","10628 PARK RD","Charlotte","NC","28210","MECKLENBURG","0.99752","8 out of 10","8 out of 9","8 out of 10","0.98253","6 out of 10","6 out of 9","6 out of 10","14"
"140176","CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL","3701 DOTY ROAD","Woodstock","IL","60098","MCHENRY","0.99231","6 out of 10","3 out of 9","6 out of 10","0.94366","0 out of 10","0 out of 9","0 out of 10","6"
"050597","FOOTHILL PRESBYTERIAN HOSPITAL","250 S GRAND AVE","Glendora","CA","91740","LOS ANGELES","0.97973","1 out of 10","4 out of 9","4 out of 10","0.97701","4 out of 10","5 out of 9","5 out of 10","9"
"060022","UNIVERSITY COLO HEALTH MEMORIAL HOSPITAL CENTRAL","1400 E BOULDER ST","Colorado Springs","CO","80909","EL PASO","0.97494","0 out of 10","2 out of 9","2 out of 10","0.92177","0 out of 10","0 out of 9","0 out of 10","2"
"110030","CARTERSVILLE MEDICAL CENTER","960 JOE FRANK HARRIS PARKWAY","Cartersville","GA","30120","BARTOW","0.98611","4 out of 10","0 out of 9","4 out of 10","0.95000","0 out of 10","0 out of 9","0 out of 10","4"
"050283","VALLEYCARE MEDICAL CENTER","5555 WEST LAS POSITAS BOULEVARD","Pleasanton","CA","94588","ALAMEDA","0.99487","7 out of 10","4 out of 9","7 out of 10","0.96000","1 out of 10","4 out of 9","4 out of 10","11"
"040084","SALINE MEMORIAL HOSPITAL","#1 MEDICAL PARK DRIVE","Benton","AR","72015","SALINE","0.97378","0 out of 10","0 out of 9","0 out of 10","0.98425","6 out of 10","8 out of 9","8 out of 10","8"
"200041","INLAND HOSPITAL","200 KENNEDY MEMORIAL DRIVE","Waterville","ME","04901","KENNEBEC","0.94872","0 out of 10","0 out of 9","0 out of 10","0.92308","0 out of 10","0 out of 9","0 out of 10","0"
"460001","UTAH VALLEY REGIONAL MEDICAL CENTER","1034 NORTH 500 WEST","Provo","UT","84604","UTAH","1.00000","10 out of 10","9 out of 9","10 out of 10","0.97403","4 out of 10","0 out of 9","4 out of 10","14"
"450388","METHODIST HOSPITAL","7700 FLOYD CURL DR","San Antonio","TX","78229","BEXAR","0.99403","7 out of 10","6 out of 9","7 out of 10","0.98420","6 out of 10","1 out of 9","6 out of 10","13"
"450379","DALLAS MEDICAL CENTER","7 MEDICAL PARKWAY","Dallas","TX","75234","DALLAS","0.96552","0 out of 10","6 out of 9","6 out of 10","0.97727","4 out of 10","5 out of 9","5 out of 10","11"
"450462","TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS","8200 WALNUT HILL LANE","Dallas","TX","75231","DALLAS","0.98802","5 out of 10","0 out of 9","5 out of 10","0.97129","3 out of 10","2 out of 9","3 out of 10","8"
"450668","SIERRA MEDICAL CENTER","1625 MEDICAL CENTER DR","El Paso","TX","79902","EL PASO","0.97857","1 out of 10","0 out of 9","1 out of 10","0.95918","1 out of 10","0 out of 9","1 out of 10","2"
"450684","MEMORIAL HERMANN NORTHEAST","18951 MEMORIAL NORTH","Humble","TX","77338","HARRIS","0.99213","6 out of 10","0 out of 9","6 out of 10","0.95775","0 out of 10","0 out of 9","0 out of 10","6"
"310060","ST LUKE'S WARREN HOSPITAL","185 ROSEBERRY ST","Phillipsburg","NJ","08865","WARREN","0.98305","3 out of 10","0 out of 9","3 out of 10","0.96226","1 out of 10","0 out of 9","1 out of 10","4"
"050115","PALOMAR HEALTH DOWNTOWN CAMPUS","555 E VALLEY PARKWAY","Escondido","CA","92025","SAN DIEGO","0.98611","4 out of 10","5 out of 9","5 out of 10","0.99677","9 out of 10","7 out of 9","9 out of 10","14"
"050169","PRESBYTERIAN INTERCOMMUNITY HOSPITAL","12401 E WASHINGTON BLVD","Whittier","CA","90602","LOS ANGELES","0.98113","2 out of 10","0 out of 9","2 out of 10","0.97500","4 out of 10","3 out of 9","4 out of 10","6"
"450860","SUGAR LAND SURGICAL HOSPITAL LLP","16906 SOUTHWEST FREEWAY","Sugar Land","TX","77478","FORT BEND","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
