Hospital_Name,Provider ID,State,Fiscal Year,Domain_1_Score,AHRQ_PSI_90_Score,Domain_1_Start_Date,Domain_1_End_Date,Domain_2_Score,CLABSI_Score,CAUTI_Score,Domain_2_Start_Date,Domain_2_End_Date,Total_HAC_Score,Footnotes
"SOUTH TEXAS SURGICAL HOSPITAL","670061","TX","2015","4.0000","4","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","4.0000",""
"RIVERTON HOSPITAL","460058","UT","2015","10.0000","10","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","10.0000",""
"ST MARY'S MEDICAL CENTER","050457","CA","2015","2.0000","2","07/01/2011","06/30/2013","2.5000","1","4","01/01/2012","12/31/2013","2.3250",""
"SEQUOIA HOSPITAL","050197","CA","2015","2.0000","2","07/01/2011","06/30/2013","5.5000","7","4","01/01/2012","12/31/2013","4.2750",""
"CAPITAL HEALTH SYSTEM-FULD CAMPUS","310092","NJ","2015","7.0000","7","07/01/2011","06/30/2013","7.0000","7","7","01/01/2012","12/31/2013","7.0000",""
"OKLAHOMA HEART HOSPITAL SOUTH","370234","OK","2015","3.0000","3","07/01/2011","06/30/2013","4.0000","1","7","01/01/2012","12/31/2013","3.6500",""
"MAPLE GROVE HOSPITAL","240214","MN","2015","5.0000","5","07/01/2011","06/30/2013","9.0000","N/A","9","01/01/2012","12/31/2013","7.6000",""
"MERCY MEDICAL CENTER","050444","CA","2015","8.0000","8","07/01/2011","06/30/2013","5.5000","9","2","01/01/2012","12/31/2013","6.3750",""
"KAISER FOUNDATION HOSPITAL - VACAVILLE","050767","CA","2015","9.0000","9","07/01/2011","06/30/2013","6.5000","5","8","01/01/2012","12/31/2013","7.3750",""
"AURORA MEDICAL CENTER","520206","WI","2015","6.0000","6","07/01/2011","06/30/2013","4.5000","1","8","01/01/2012","12/31/2013","5.0250",""
"MOUNTAIN WEST MEDICAL CENTER","460014","UT","2015","7.0000","7","07/01/2011","06/30/2013","6.0000","N/A","6","01/01/2012","12/31/2013","6.3500",""
"SACRED HEART HOSPITAL ON THE GULF","100313","FL","2015","5.0000","5","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","5.0000",""
"DILEY RIDGE MEDICAL CENTER","360358","OH","2015","7.0000","7","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","7.0000",""
"ADVANCED SURGICAL HOSPITAL","390323","PA","2015","5.0000","5","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","5.0000",""
"SPOTSYLVANIA REGIONAL MEDICAL CENTER","490141","VA","2015","8.0000","8","07/01/2011","06/30/2013","5.5000","7","4","01/01/2012","12/31/2013","6.3750",""
"BASIN HEALTHCARE CENTER, LLC","670066","TX","2015","4.0000","4","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","4.0000",""
"BAYLOR ORTHOPEDIC AND SPINE HOSPITAL AT ARLINGTON","670067","TX","2015","2.0000","2","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","2.0000",""
"BELLEVUE MEDICAL CENTER DBA NEBRASKA MEDICINE-BELL","280132","NE","2015","4.0000","4","07/01/2011","06/30/2013","1.0000","1","1","01/01/2012","12/31/2013","2.0500",""
"COVENANT MEDICAL CENTER","450040","TX","2015","7.0000","7","07/01/2011","06/30/2013","5.5000","5","6","01/01/2012","12/31/2013","6.0250",""
"LOUISIANA HEART HOSPITAL","190250","LA","2015","3.0000","3","07/01/2011","06/30/2013","3.5000","3","4","01/01/2012","12/31/2013","3.3250",""
"PRESENCE MERCY MEDICAL CENTER","140174","IL","2015","8.0000","8","07/01/2011","06/30/2013","4.5000","4","5","01/01/2012","12/31/2013","5.7250",""
"ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS","060124","CO","2015","8.0000","8","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","8.0000",""
"EMERUS HOSPITAL","670058","TX","2015","7.0000","7","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","7.0000",""
"TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND","670068","TX","2015","6.0000","6","07/01/2011","06/30/2013","5.5000","8","3","01/01/2012","12/31/2013","5.6750",""
"VIA CHRISTI HOSPITAL WICHITA ST TERESA, INC","170200","KS","2015","6.0000","6","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","6.0000",""
"CENTRAL LOUISIANA SURGICAL HOSPITAL","190298","LA","2015","1.0000","1","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","1.0000",""
"ANSON GENERAL HOSPITAL","450078","TX","2015","6.0000","6","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","6.0000",""
"TITUS REGIONAL MEDICAL CENTER","450080","TX","2015","6.0000","6","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","2.7500",""
"CHRISTUS SPOHN HOSPITAL BEEVILLE","450082","TX","2015","4.0000","4","07/01/2011","06/30/2013","4.0000","N/A","4","01/01/2012","12/31/2013","4.0000",""
"EAST TEXAS MEDICAL CENTER","450083","TX","2015","1.0000","1","07/01/2011","06/30/2013","8.5000","9","8","01/01/2012","12/31/2013","5.8750",""
"GRAHAM REGIONAL MEDICAL CENTER","450085","TX","2015","5.0000","5","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","5.0000",""
"NORTH TEXAS MEDICAL CENTER","450090","TX","2015","4.0000","4","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","2.0500",""
"BAYSHORE MEDICAL CENTER","450097","TX","2015","4.0000","4","07/01/2011","06/30/2013","7.5000","8","7","01/01/2012","12/31/2013","6.2750",""
"PAMPA REGIONAL MEDICAL CENTER","450099","TX","2015","5.0000","5","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","2.4000",""
"HILLCREST BAPTIST MEDICAL CENTER","450101","TX","2015","9.0000","9","07/01/2011","06/30/2013","2.5000","3","2","01/01/2012","12/31/2013","4.7750",""
"GUADALUPE REGIONAL MEDICAL CENTER","450104","TX","2015","4.0000","4","07/01/2011","06/30/2013","5.5000","8","3","01/01/2012","12/31/2013","4.9750",""
"LAS PALMAS MEDICAL CENTER","450107","TX","2015","6.0000","6","07/01/2011","06/30/2013","3.5000","3","4","01/01/2012","12/31/2013","4.3750",""
"CONNALLY MEMORIAL MEDICAL CENTER","450108","TX","2015","7.0000","7","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","7.0000",""
"UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE","450124","TX","2015","7.0000","7","07/01/2011","06/30/2013","9.5000","9","10","01/01/2012","12/31/2013","8.6250",""
"KNAPP MEDICAL CENTER","450128","TX","2015","1.0000","1","07/01/2011","06/30/2013","6.5000","9","4","01/01/2012","12/31/2013","4.5750",""
"NIX HEALTH CARE SYSTEM","450130","TX","2015","9.0000","9","07/01/2011","06/30/2013","10.0000","10","10","01/01/2012","12/31/2013","9.6500",""
"MEDICAL CENTER HOSPITAL","450132","TX","2015","5.0000","5","07/01/2011","06/30/2013","3.5000","3","4","01/01/2012","12/31/2013","4.0250",""
"TEXAS HEALTH HARRIS METHODIST FORT WORTH","450135","TX","2015","1.0000","1","07/01/2011","06/30/2013","6.0000","3","9","01/01/2012","12/31/2013","4.2500",""
"BAYLOR ALL SAINTS MEDICAL CENTER AT FW","450137","TX","2015","10.0000","10","07/01/2011","06/30/2013","5.5000","6","5","01/01/2012","12/31/2013","7.0750",""
"SETON SMITHVILLE REGIONAL HOSPITAL","450143","TX","2015","5.0000","5","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","5.0000",""
"PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO","450144","TX","2015","8.0000","8","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","8.0000",""
"METROPLEX HOSPITAL","450152","TX","2015","9.0000","9","07/01/2011","06/30/2013","2.0000","1","3","01/01/2012","12/31/2013","4.4500",""
"VAL VERDE REGIONAL MEDICAL CENTER","450154","TX","2015","1.0000","1","07/01/2011","06/30/2013","7.0000","N/A","7","01/01/2012","12/31/2013","4.9000",""
"GRACE MEDICAL CENTER","450162","TX","2015","5.0000","5","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","5.0000",""
"SOUTH TEXAS REGIONAL MEDICAL CENTER","450165","TX","2015","4.0000","4","07/01/2011","06/30/2013","1.0000","1","1","01/01/2012","12/31/2013","2.0500",""
"MISSION REGIONAL MEDICAL CENTER","450176","TX","2015","6.0000","6","07/01/2011","06/30/2013","7.5000","5","10","01/01/2012","12/31/2013","6.9750",""
"UVALDE MEMORIAL HOSPITAL","450177","TX","2015","3.0000","3","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","1.7000",""
"MEMORIAL HERMANN HOSPITAL SYSTEM","450184","TX","2015","1.0000","1","07/01/2011","06/30/2013","6.0000","5","7","01/01/2012","12/31/2013","4.2500",""
"SCOTT & WHITE HOSPITAL BRENHAM","450187","TX","2015","3.0000","3","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","3.0000",""
"ETMC CLARKSVILLE","450188","TX","2015","5.0000","5","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","5.0000",""
"HILL REGIONAL HOSPITAL","450192","TX","2015","10.0000","10","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","10.0000",""
"ST LUKES EPISCOPAL HOSPITAL","450193","TX","2015","7.0000","7","07/01/2011","06/30/2013","5.5000","6","5","01/01/2012","12/31/2013","6.0250",""
"EAST TEXAS MEDICAL CENTER JACKSONVILLE","450194","TX","2015","10.0000","10","07/01/2011","06/30/2013","10.0000","N/A","10","01/01/2012","12/31/2013","10.0000",""
"PARIS REGIONAL MEDICAL CENTER","450196","TX","2015","3.0000","3","07/01/2011","06/30/2013","4.5000","6","3","01/01/2012","12/31/2013","3.9750",""
"WADLEY REGIONAL MEDICAL CENTER","450200","TX","2015","6.0000","6","07/01/2011","06/30/2013","5.0000","5","5","01/01/2012","12/31/2013","5.3500",""
"WEATHERFORD REGIONAL MEDICAL CENTER","450203","TX","2015","2.0000","2","07/01/2011","06/30/2013","6.0000","10","2","01/01/2012","12/31/2013","4.6000",""
"NORTHWEST TEXAS HOSPITAL","450209","TX","2015","9.0000","9","07/01/2011","06/30/2013","3.0000","3","3","01/01/2012","12/31/2013","5.1000",""
"ETMC CARTHAGE","450210","TX","2015","6.0000","6","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","6.0000",""
"MEMORIAL MEDICAL CENTER OF EAST TEXAS","450211","TX","2015","3.0000","3","07/01/2011","06/30/2013","3.5000","4","3","01/01/2012","12/31/2013","3.3250",""
"UNIVERSITY HEALTH SYSTEM","450213","TX","2015","10.0000","10","07/01/2011","06/30/2013","7.0000","6","8","01/01/2012","12/31/2013","8.0500",""
"GULF COAST MEDICAL CENTER","450214","TX","2015","6.0000","6","07/01/2011","06/30/2013","8.0000","8","8","01/01/2012","12/31/2013","7.3000",""
"SCOTT & WHITE HOSPITAL-LLANO","450219","TX","2015","2.0000","2","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","2.0000",""
"MOORE COUNTY HOSPITAL DISTRICT","450221","TX","2015","7.0000","7","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","7.0000",""
"CONROE REGIONAL MEDICAL CENTER","450222","TX","2015","2.0000","2","07/01/2011","06/30/2013","8.0000","6","10","01/01/2012","12/31/2013","5.9000",""
"HENDRICK MEDICAL CENTER","450229","TX","2015","4.0000","4","07/01/2011","06/30/2013","6.0000","3","9","01/01/2012","12/31/2013","5.3000",""
"BAPTIST ST ANTHONY'S HOSPITAL","450231","TX","2015","10.0000","10","07/01/2011","06/30/2013","4.0000","4","4","01/01/2012","12/31/2013","6.1000",""
"HOPKINS COUNTY MEMORIAL HOSPITAL","450236","TX","2015","1.0000","1","07/01/2011","06/30/2013","3.0000","N/A","3","01/01/2012","12/31/2013","2.3000",""
"FAITH COMMUNITY HOSPITAL","450241","TX","2015","7.0000","7","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","7.0000",""
"HAMLIN MEMORIAL HOSPITAL","450243","TX","2015","7.0000","7","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","7.0000",""
"BELLVILLE GENERAL HOSPITAL","450253","TX","2015","6.0000","6","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","6.0000",""
"WISE REGIONAL HEALTH SYSTEM","450271","TX","2015","4.0000","4","07/01/2011","06/30/2013","4.5000","5","4","01/01/2012","12/31/2013","4.3250",""
"CENTRAL TEXAS MEDICAL CENTER","450272","TX","2015","7.0000","7","07/01/2011","06/30/2013","4.0000","7","1","01/01/2012","12/31/2013","5.0500",""
"HARRIS HEALTH SYSTEM","450289","TX","2015","10.0000","10","07/01/2011","06/30/2013","4.0000","3","5","01/01/2012","12/31/2013","6.1000",""
"TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN","450292","TX","2015","10.0000","10","07/01/2011","06/30/2013","9.0000","N/A","9","01/01/2012","12/31/2013","9.3500",""
"FRIO REGIONAL HOSPITAL","450293","TX","2015","7.0000","7","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","7.0000",""
"COLLEGE STATION MEDICAL CENTER","450299","TX","2015","6.0000","6","07/01/2011","06/30/2013","8.5000","10","7","01/01/2012","12/31/2013","7.6250",""
"STAMFORD MEMORIAL HOSPITAL","450306","TX","2015","7.0000","7","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","7.0000",""
"OAKBEND MEDICAL CENTER","450330","TX","2015","4.0000","4","07/01/2011","06/30/2013","4.0000","3","5","01/01/2012","12/31/2013","4.0000",""
"SAN ANGELO COMMUNITY MEDICAL CENTER","450340","TX","2015","6.0000","6","07/01/2011","06/30/2013","1.0000","1","1","01/01/2012","12/31/2013","2.7500",""
"BAPTIST BEAUMONT HOSPITAL","450346","TX","2015","1.0000","1","07/01/2011","06/30/2013","7.5000","8","7","01/01/2012","12/31/2013","5.2250",""
"HUNTSVILLE MEMORIAL HOSPITAL","450347","TX","2015","7.0000","7","07/01/2011","06/30/2013","2.0000","1","3","01/01/2012","12/31/2013","3.7500",""
"FALLS COMMUNITY HOSPITAL AND CLINIC","450348","TX","2015","6.0000","6","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","6.0000",""
"CANTON-POTSDAM HOSPITAL","330197","NY","2015","3.0000","3","07/01/2011","06/30/2013","9.0000","N/A","9","01/01/2012","12/31/2013","6.9000",""
"SOUTH NASSAU COMMUNITIES HOSPITAL","330198","NY","2015","3.0000","3","07/01/2011","06/30/2013","4.5000","4","5","01/01/2012","12/31/2013","3.9750",""
"METROPOLITAN HOSPITAL CENTER","330199","NY","2015","5.0000","5","07/01/2011","06/30/2013","8.0000","7","9","01/01/2012","12/31/2013","6.9500",""
"KINGSBROOK JEWISH MEDICAL CENTER","330201","NY","2015","2.0000","2","07/01/2011","06/30/2013","10.0000","10","10","01/01/2012","12/31/2013","7.2000",""
"KINGS COUNTY HOSPITAL CENTER","330202","NY","2015","10.0000","10","07/01/2011","06/30/2013","9.5000","9","10","01/01/2012","12/31/2013","9.6750",""
"BELLEVUE HOSPITAL CENTER","330204","NY","2015","7.0000","7","07/01/2011","06/30/2013","6.0000","7","5","01/01/2012","12/31/2013","6.3500",""
"ST ANTHONY COMMUNITY HOSPITAL","330205","NY","2015","8.0000","8","07/01/2011","06/30/2013","1.0000","1","1","01/01/2012","12/31/2013","3.4500",""
"ST JOHN'S RIVERSIDE HOSPITAL","330208","NY","2015","1.0000","1","07/01/2011","06/30/2013","9.5000","9","10","01/01/2012","12/31/2013","6.5250",""
"CLAXTON-HEPBURN MEDICAL CENTER","330211","NY","2015","2.0000","2","07/01/2011","06/30/2013","1.0000","1","1","01/01/2012","12/31/2013","1.3500",""
"NYU HOSPITALS CENTER","330214","NY","2015","8.0000","8","07/01/2011","06/30/2013","6.5000","6","7","01/01/2012","12/31/2013","7.0250",""
"ROME MEMORIAL HOSPITAL, INC","330215","NY","2015","6.0000","6","07/01/2011","06/30/2013","7.0000","6","8","01/01/2012","12/31/2013","6.6500",""
"OSWEGO HOSPITAL","330218","NY","2015","2.0000","2","07/01/2011","06/30/2013","1.5000","1","2","01/01/2012","12/31/2013","1.6750",""
"ERIE COUNTY MEDICAL CENTER","330219","NY","2015","2.0000","2","07/01/2011","06/30/2013","6.5000","8","5","01/01/2012","12/31/2013","4.9250",""
"WYCKOFF HEIGHTS MEDICAL CENTER","330221","NY","2015","10.0000","10","07/01/2011","06/30/2013","8.0000","7","9","01/01/2012","12/31/2013","8.7000",""
"SARATOGA HOSPITAL","330222","NY","2015","10.0000","10","07/01/2011","06/30/2013","9.0000","8","10","01/01/2012","12/31/2013","9.3500",""
"MASSENA MEMORIAL HOSPITAL","330223","NY","2015","10.0000","10","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","10.0000",""
"HEALTH ALLIANCE HOSPITAL MARY'S AVENUE CAMPUS","330224","NY","2015","4.0000","4","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","4.0000",""
"UNITY HOSPITAL OF ROCHESTER","330226","NY","2015","3.0000","3","07/01/2011","06/30/2013","6.5000","3","10","01/01/2012","12/31/2013","5.2750",""
"BROOKS MEMORIAL HOSPITAL","330229","NY","2015","8.0000","8","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","3.4500",""
"QUEENS HOSPITAL CENTER","330231","NY","2015","4.0000","4","07/01/2011","06/30/2013","8.5000","7","10","01/01/2012","12/31/2013","6.9250",""
"ST MARY'S HOSPITAL ( TROY )","330232","NY","2015","5.0000","5","07/01/2011","06/30/2013","4.0000","1","7","01/01/2012","12/31/2013","4.3500",""
"BROOKDALE HOSPITAL MEDICAL CENTER","330233","NY","2015","9.0000","9","07/01/2011","06/30/2013","10.0000","10","10","01/01/2012","12/31/2013","9.6500",""
"WESTCHESTER MEDICAL CENTER","330234","NY","2015","9.0000","9","07/01/2011","06/30/2013","6.5000","4","9","01/01/2012","12/31/2013","7.3750",""
"NEW YORK METHODIST HOSPITAL","330236","NY","2015","7.0000","7","07/01/2011","06/30/2013","8.0000","6","10","01/01/2012","12/31/2013","7.6500",""
"NICHOLAS H NOYES MEMORIAL HOSPITAL","330238","NY","2015","2.0000","2","07/01/2011","06/30/2013","5.0000","N/A","5","01/01/2012","12/31/2013","3.9500",""
"WOMAN'S CHRISTIAN ASSOCIATION","330239","NY","2015","1.0000","1","07/01/2011","06/30/2013","9.5000","9","10","01/01/2012","12/31/2013","6.5250",""
"COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY","150113","IN","2015","5.0000","5","07/01/2011","06/30/2013","3.5000","5","2","01/01/2012","12/31/2013","4.0250",""
"INDIANA UNIVERSITY HEALTH STARKE HOSPITAL","150102","IN","2015","4.0000","4","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","4.0000",""
"PORTER REGIONAL HOSPITAL","150035","IN","2015","1.0000","1","07/01/2011","06/30/2013","7.0000","6","8","01/01/2012","12/31/2013","4.9000",""
"PRESENCE ST MARYS HOSPITAL","140155","IL","2015","1.0000","1","07/01/2011","06/30/2013","6.0000","8","4","01/01/2012","12/31/2013","4.2500",""
"PRESENCE UNITED SAMARITANS MEDICAL CENTER","140093","IL","2015","2.0000","2","07/01/2011","06/30/2013","8.0000","10","6","01/01/2012","12/31/2013","5.9000",""
"ST ALPHONSUS REGIONAL MEDICAL CENTER","130007","ID","2015","10.0000","10","07/01/2011","06/30/2013","6.5000","6","7","01/01/2012","12/31/2013","7.7250",""
"MERCY MEDICAL CENTER-NORTH IOWA","160064","IA","2015","7.0000","7","07/01/2011","06/30/2013","6.0000","2","10","01/01/2012","12/31/2013","6.3500",""
"DOCTORS HOSPITAL","110177","GA","2015","10.0000","10","07/01/2011","06/30/2013","5.5000","8","3","01/01/2012","12/31/2013","7.0750",""
"NASH GENERAL HOSPITAL","340147","NC","2015","10.0000","10","07/01/2011","06/30/2013","6.0000","3","9","01/01/2012","12/31/2013","7.4000",""
"KILMICHAEL HOSPITAL","250051","MS","2015","7.0000","7","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","7.0000",""
"POPLAR BLUFF REGIONAL MEDICAL CENTER","260119","MO","2015","10.0000","10","07/01/2011","06/30/2013","6.0000","9","3","01/01/2012","12/31/2013","7.4000",""
"ST LUKES HOSPITAL","260179","MO","2015","10.0000","10","07/01/2011","06/30/2013","1.5000","2","1","01/01/2012","12/31/2013","4.4750",""
"HIGHLAND COMMUNITY  HOSPITAL","250117","MS","2015","8.0000","8","07/01/2011","06/30/2013","9.0000","N/A","9","01/01/2012","12/31/2013","8.6500",""
"MAIN LINE HOSPITAL LANKENAU","390195","PA","2015","7.0000","7","07/01/2011","06/30/2013","5.5000","5","6","01/01/2012","12/31/2013","6.0250",""
"UPMC MERCY","390028","PA","2015","7.0000","7","07/01/2011","06/30/2013","5.5000","6","5","01/01/2012","12/31/2013","6.0250",""
"SOUTH POINTE HOSPITAL","360144","OH","2015","4.0000","4","07/01/2011","06/30/2013","5.0000","6","4","01/01/2012","12/31/2013","4.6500",""
"BOLIVAR GENERAL HOSPITAL","440181","TN","2015","6.0000","6","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","6.0000",""
"UNIVERSITY MEDICAL CENTER","440193","TN","2015","4.0000","4","07/01/2011","06/30/2013","5.5000","5","6","01/01/2012","12/31/2013","4.9750",""
"TRISTAR HENDERSONVILLE MEDICAL CENTER","440194","TN","2015","7.0000","7","07/01/2011","06/30/2013","8.0000","7","9","01/01/2012","12/31/2013","7.6500",""
"SAINT THOMAS HOSPITAL FOR SPECIALTY SURGERY","440218","TN","2015","4.0000","4","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","4.0000",""
"TRISTAR STONECREST MEDICAL CENTER","440227","TN","2015","6.0000","6","07/01/2011","06/30/2013","9.0000","9","9","01/01/2012","12/31/2013","7.9500",""
"OASIS HOSPITAL","030131","AZ","2015","2.0000","2","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","2.0000",""
"PATIENTS CHOICE MEDICAL CENTER","250163","MS","2015","N/A","N/A","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","N/A",""
"VIDANT BEAUFORT HOSPITAL","340186","NC","2015","2.0000","2","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","2.0000",""
"BURDETT CARE CENTER","330409","NY","2015","7.0000","7","07/01/2011","06/30/2013","10.0000","10","10","01/01/2012","12/31/2013","8.9500",""
"COAST PLAZA HOSPITAL","050771","CA","2015","3.0000","3","07/01/2011","06/30/2013","4.0000","7","1","01/01/2012","12/31/2013","3.6500",""
"KAISER FOUNDATION HOSPITAL - ROSEVILLE","050772","CA","2015","5.0000","5","07/01/2011","06/30/2013","4.0000","3","5","01/01/2012","12/31/2013","4.3500",""
"SWEDISH ISSAQUAH","500152","WA","2015","6.0000","6","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","6.0000",""
