Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,AMI-7a Performance Rate,AMI-7a Achievement Points,AMI-7a Improvement Points,AMI-7a Measure Score,AMI-8a Performance Rate,AMI-8a Achievement Points,AMI-8a Improvement Points,AMI-8a Measure Score,AMI Condition/Procedure Score
"150164","MONROE HOSPITAL","4011 S MONROE MEDICAL PARK BLVD","Bloomington","IN","47403","MONROE","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"030002","BANNER - UNIVERSITY MEDICAL CENTER PHOENIX CAMPUS","1111 EAST MCDOWELL ROAD","Phoenix","AZ","850062666","MARICOPA","Not Available","Not Available","Not Available","Not Available","0.90476","0 out of 10","0 out of 9","0 out of 10","0"
"160079","MERCY MEDICAL CENTER - CEDAR RAPIDS","701 10TH STREET SE","Cedar Rapids","IA","52403","LINN","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","0 out of 9","10 out of 10","10"
"120014","WILCOX MEMORIAL HOSPITAL","3-3420 KUHIO HIGHWAY","Lihue","HI","96766-1098","KAUAI","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"330013","ALBANY MEDICAL CENTER HOSPITAL","43 NEW SCOTLAND AVENUE","Albany","NY","12208","ALBANY","Not Available","Not Available","Not Available","Not Available","0.97701","5 out of 10","1 out of 9","5 out of 10","5"
"390163","ACMH HOSPITAL","ONE NOLTE DRIVE","Kittanning","PA","16201","ARMSTRONG","Not Available","Not Available","Not Available","Not Available","0.86207","0 out of 10","Not Available","0 out of 10","0"
"450222","CONROE REGIONAL MEDICAL CENTER","504 MEDICAL CENTER BLVD","Conroe","TX","77304","MONTGOMERY","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","0 out of 9","10 out of 10","10"
"200020","YORK HOSPITAL","15 HOSPITAL DRIVE","York","ME","03909","YORK","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"010005","MARSHALL MEDICAL CENTER SOUTH","2505 U S HIGHWAY 431 NORTH","Boaz","AL","35957","MARSHALL","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"050239","GLENDALE ADVENTIST MEDICAL CENTER","1509 E WILSON TERRACE","Glendale","CA","91206","LOS ANGELES","Not Available","Not Available","Not Available","Not Available","0.97778","5 out of 10","3 out of 9","5 out of 10","5"
"100319","FLORIDA HOSPITAL WESLEY CHAPEL","2600 BRUCE B DOWNS BLVD","Wesley Chapel","FL","33544","PASCO","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"450743","TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON","3000 N I-35","Denton","TX","76201","DENTON","Not Available","Not Available","Not Available","Not Available","0.95455","1 out of 10","7 out of 9","7 out of 10","7"
"240132","UNITY HOSPITAL","550 OSBORNE ROAD","Fridley","MN","55432","ANOKA","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"050070","KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO","1200 EL CAMINO REAL","South San Francisco","CA","94080","SAN MATEO","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"280060","CHI HEALTH BERGAN MERCY","7500 MERCY RD","Omaha","NE","68124","DOUGLAS","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"390113","MEADVILLE MEDICAL CENTER","751 LIBERTY STREET","Meadville","PA","16335","CRAWFORD","Not Available","Not Available","Not Available","Not Available","0.95000","0 out of 10","8 out of 9","8 out of 10","8"
"460014","MOUNTAIN WEST MEDICAL CENTER","2055 NORTH MAIN STREET","Tooele","UT","84074","TOOELE","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"170040","UNIVERSITY OF KANSAS HOSPITAL","3901 RAINBOW BLVD","Kansas City","KS","66103","WYANDOTTE","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","0 out of 9","10 out of 10","10"
"100052","WINTER HAVEN HOSPITAL","200 AVE F NE","Winter Haven","FL","33881","POLK","Not Available","Not Available","Not Available","Not Available","0.93478","0 out of 10","6 out of 9","6 out of 10","6"
"100046","FLORIDA HOSPITAL ZEPHYRHILLS","7050 GALL BLVD","Zephyrhills","FL","33541","PASCO","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"340151","HALIFAX REGIONAL MEDICAL CENTER INC","250 SMITH CHURCH RD","Roanoke Rapids","NC","27870","HALIFAX","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"250004","NORTH MISSISSIPPI MEDICAL CENTER","830 S GLOSTER","Tupelo","MS","38801","LEE","Not Available","Not Available","Not Available","Not Available","0.97959","6 out of 10","5 out of 9","6 out of 10","6"
"360017","GRANT MEDICAL CENTER","111 SOUTH GRANT AVENUE","Columbus","OH","43215","FRANKLIN","Not Available","Not Available","Not Available","Not Available","0.98413","6 out of 10","0 out of 9","6 out of 10","6"
"360089","MERCY TIFFIN HOSPITAL","45 ST LAWRENCE DRIVE","Tiffin","OH","44883","SENECA","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"500016","CENTRAL WASHINGTON HOSPITAL","1201 SOUTH MILLER STREET","Wenatchee","WA","98807","CHELAN","Not Available","Not Available","Not Available","Not Available","0.90909","0 out of 10","0 out of 9","0 out of 10","0"
"420010","CAROLINA PINES REGIONAL MEDICAL CENTER","1304 W BOBO NEWSOM HWY","Hartsville","SC","29550","DARLINGTON","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"470012","SOUTHWESTERN VERMONT MEDICAL CENTER","100 HOSPITAL DRIVE","Bennington","VT","05201","BENNINGTON","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"390142","ALBERT EINSTEIN MEDICAL CENTER","5501 OLD YORK ROAD","Philadelphia","PA","19141","PHILADELPHIA","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","0 out of 9","10 out of 10","10"
"230046","UNIVERSITY OF MICHIGAN HEALTH SYSTEM","1500 E MEDICAL CENTER DRIVE, SPC 5474","Ann Arbor","MI","48109","WASHTENAW","Not Available","Not Available","Not Available","Not Available","0.96667","3 out of 10","0 out of 9","3 out of 10","3"
"230047","HENRY FORD MACOMB HOSPITAL","15855 NINETEEN MILE RD","Clinton Township","MI","48038","MACOMB","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"450154","VAL VERDE REGIONAL MEDICAL CENTER","801 BEDELL AVE","Del Rio","TX","78840","VAL VERDE","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"360212","LAKEWOOD HOSPITAL","14519 DETROIT AVENUE","Lakewood","OH","44107","CUYAHOGA","Not Available","Not Available","Not Available","Not Available","0.69231","0 out of 10","0 out of 9","0 out of 10","0"
"050342","PIONEERS MEMORIAL HEALTHCARE DISTRICT","207 WEST LEGION ROAD","Brawley","CA","92227","IMPERIAL","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"310034","RIVERVIEW MEDICAL CENTER","ONE RIVERVIEW PLAZA","Red Bank","NJ","07701","MONMOUTH","Not Available","Not Available","Not Available","Not Available","0.96078","2 out of 10","4 out of 9","4 out of 10","4"
"360155","SOUTHWEST GENERAL HEALTH CENTER","18697 BAGLEY ROAD","Middleburg Heights","OH","44130","CUYAHOGA","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"280077","FREMONT HEALTH MEDICAL CENTER","450 EAST 23RD ST","Fremont","NE","68025","DODGE","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","Mount Airy","NC","27030","SURRY","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"330175","CORTLAND REGIONAL MEDICAL CENTER, INC","134 HOMER AVENUE","Cortland","NY","13045","CORTLAND","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"420051","MCLEOD REGIONAL MEDICAL CENTER-PEE DEE","555 E CHEVES ST BOX 8700","Florence","SC","29506","FLORENCE","Not Available","Not Available","Not Available","Not Available","0.95349","0 out of 10","0 out of 9","0 out of 10","0"
"490093","SENTARA CAREPLEX HOSPITAL","3000 COLISEUM DRIVE","Hampton","VA","23666","HAMPTON CITY","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"150100","ST MARY'S MEDICAL CENTER","3700 WASHINGTON AVE","Evansville","IN","47750","VANDERBURGH","Not Available","Not Available","Not Available","Not Available","0.96078","2 out of 10","0 out of 9","2 out of 10","2"
"410009","KENT COUNTY MEMORIAL HOSPITAL","455 TOLL GATE RD","Warwick","RI","02886","KENT","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"500150","LEGACY SALMON CREEK MEDICAL CENTER","2211 NE 139TH STREET","Vancouver","WA","98686","CLARK","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"050276","CONTRA COSTA REGIONAL MEDICAL CENTER","2500 ALHAMBRA AVE","Martinez","CA","94553","CONTRA COSTA","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"150090","FRANCISCAN ST MARGARET HEALTH - DYER","24 JOLIET ST","Dyer","IN","46311","LAKE","Not Available","Not Available","Not Available","Not Available","0.94444","0 out of 10","0 out of 9","0 out of 10","0"
"150160","INDIANA ORTHOPAEDIC HOSPITAL","8400 NORTHWEST BLVD","Indianapolis","IN","46278","MARION","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"140053","ST JOHNS HOSPITAL","800 E CARPENTER ST","Springfield","IL","62769","SANGAMON","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","0 out of 9","10 out of 10","10"
"230104","HARPER UNIVERSITY HOSPITAL","3990 JOHN R STREET","Detroit","MI","48201","WAYNE","Not Available","Not Available","Not Available","Not Available","0.97059","4 out of 10","0 out of 9","4 out of 10","4"
"340020","CENTRAL CAROLINA HOSPITAL","1135 CARTHAGE ST","Sanford","NC","27330","LEE","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"170146","PROVIDENCE MEDICAL CENTER","8929 PARALLEL PARKWAY","Kansas City","KS","66112","WYANDOTTE","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"520103","COMMUNITY MEMORIAL HOSPITAL","W180 N8085 TOWN HALL RD","Menomonee Falls","WI","53051","WAUKESHA","Not Available","Not Available","Not Available","Not Available","0.96000","2 out of 10","0 out of 9","2 out of 10","2"
"230142","OAKWOOD HOSPITAL - WAYNE","33155 ANNAPOLIS AVE","Wayne","MI","48184","WAYNE","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","0 out of 9","10 out of 10","10"
"450749","EAST TEXAS MEDICAL CENTER TRINITY","317 PROSPECT DR/PO BOX 3169","Trinity","TX","75862","TRINITY","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"200034","ST MARYS REGIONAL MEDICAL CENTER","CAMPUS AVENUE - PO BOX 291","Lewiston","ME","04240","ANDROSCOGGIN","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"310076","SAINT BARNABAS MEDICAL CENTER","94 OLD SHORT HILLS ROAD","Livingston","NJ","07039","ESSEX","Not Available","Not Available","Not Available","Not Available","0.97436","5 out of 10","0 out of 9","5 out of 10","5"
"530033","MOUNTAIN VIEW REGIONAL HOSPITAL","6550 EAST 2ND STREET","Casper","WY","82605","NATRONA","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"390236","MEMORIAL HOSPITAL, INC  TOWANDA","91 HOSPITAL DRIVE","Towanda","PA","18848","BRADFORD","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"230077","ST MARY'S OF MICHIGAN MEDICAL CENTER","800 S WASHINGTON AVENUE","Saginaw","MI","48601","SAGINAW","Not Available","Not Available","Not Available","Not Available","0.75000","0 out of 10","0 out of 9","0 out of 10","0"
"440006","TRISTAR SKYLINE MEDICAL CENTER","3441 DICKERSON PIKE","Nashville","TN","37207","DAVIDSON","Not Available","Not Available","Not Available","Not Available","0.97674","5 out of 10","0 out of 9","5 out of 10","5"
"490009","UNIVERSITY OF VIRGINIA MEDICAL CENTER","JEFFERSON PARK AVE","Charlottesville","VA","22908","CHARLOTTESVILLE CITY","Not Available","Not Available","Not Available","Not Available","0.90909","0 out of 10","0 out of 9","0 out of 10","0"
"060116","GOOD SAMARITAN MEDICAL CENTER","200 EXEMPLA CIRCLE","Lafayette","CO","80026","BOULDER","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"230208","CARSON CITY HOSPITAL","406 EAST ELM ST","Carson City","MI","48811","MONTCALM","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"110046","CLEARVIEW  REGIONAL MEDICAL CENTER","2151 WEST SPRING STREET","Monroe","GA","30655","WALTON","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"290054","CENTENNIAL HILLS HOSPITAL MEDICAL CENTER","6900 N DURANGO DR","Las Vegas","NV","89149","CLARK","Not Available","Not Available","Not Available","Not Available","0.97297","4 out of 10","0 out of 9","4 out of 10","4"
"300014","FRISBIE MEMORIAL HOSPITAL","11 WHITEHALL ROAD","Rochester","NH","03867","STRAFFORD","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"340098","CAROLINAS MEDICAL  CENTER-PINEVILLE","10628 PARK RD","Charlotte","NC","28210","MECKLENBURG","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"140117","PRESENCE RESURRECTION MEDICAL CENTER","7435 W TALCOTT AVENUE","Chicago","IL","60631","COOK","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
