Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,MORT-30-AMI Performance Rate,MORT-30-AMI Achievement Points,MORT-30-AMI Improvement Points,MORT-30-AMI Measure Score,MORT-30-HF Performance Rate,MORT-30-HF Achievement Points,MORT-30-HF Improvement Points,MORT-30-HF Measure Score,MORT-30-PN Performance Rate,MORT-30-PN Achievement Points,MORT-30-PN Improvement Points,MORT-30-PN Measure Score,PSI-90 Performance Rate,PSI-90 Achievement Points,PSI-90 Improvement Points,PSI-90 Measure Score,HAI-1_Performance_Rate,HAI-1 Achievement Points,HAI-1 Improvement Points,HAI-1 Measure Score
"390056","J C BLAIR MEMORIAL HOSPITAL","1225 WARM SPRINGS AVE","Huntingdon","PA","16652","HUNTINGDON","0.854535","Not Available","Not Available","Not Available","0.876645","0 out of 10","Not Available","0 out of 10","0.902977","9 out of 10","9 out of 9","9 out of 10","0.522896","6 out of 10","6 out of 9","6 out of 10","Not Available","Not Available","Not Available","Not Available"
"390057","GRAND VIEW HOSPITAL","700 LAWN AVENUE","Sellersville","PA","18960","BUCKS","0.849725","2 out of 10","2 out of 9","2 out of 10","0.884593","2 out of 10","0 out of 9","2 out of 10","0.890310","4 out of 10","0 out of 9","4 out of 10","0.615324","1 out of 10","6 out of 9","6 out of 10","0.868","0 out of 10","0 out of 9","0 out of 10"
"390058","CARLISLE REGIONAL MEDICAL CENTER","361 ALEXANDER SPRING ROAD","Carlisle","PA","170159129","CUMBERLAND","0.847749","Not Available","Not Available","Not Available","0.877332","0 out of 10","0 out of 9","0 out of 10","0.858429","0 out of 10","0 out of 9","0 out of 10","0.449948","10 out of 10","9 out of 9","10 out of 10","0.000","10 out of 10","Not Available","10 out of 10"
"390061","LANCASTER REGIONAL MEDICAL CENTER","250 COLLEGE AVENUE","Lancaster","PA","17604","LANCASTER","0.861648","Not Available","Not Available","Not Available","0.885630","2 out of 10","1 out of 9","2 out of 10","0.876881","0 out of 10","0 out of 9","0 out of 10","0.590615","2 out of 10","0 out of 9","2 out of 10","0.560","0 out of 10","5 out of 9","5 out of 10"
"390062","NASON HOSPITAL","105 NASON DRIVE","Roaring Spring","PA","16673","BLAIR","0.855037","Not Available","Not Available","Not Available","0.876190","Not Available","Not Available","Not Available","0.888735","3 out of 10","0 out of 9","3 out of 10","0.453135","9 out of 10","9 out of 9","9 out of 10","Not Available","Not Available","Not Available","Not Available"
"390063","UPMC HAMOT","201 STATE STREET","Erie","PA","16550","ERIE","0.856234","6 out of 10","0 out of 9","6 out of 10","0.887320","3 out of 10","4 out of 9","4 out of 10","0.883613","1 out of 10","0 out of 9","1 out of 10","0.513880","6 out of 10","8 out of 9","8 out of 10","0.517","0 out of 10","0 out of 9","0 out of 10"
"390065","GETTYSBURG HOSPITAL","147 GETTYS STREET","Gettysburg","PA","17325","ADAMS","0.851568","Not Available","Not Available","Not Available","0.874773","0 out of 10","0 out of 9","0 out of 10","0.884379","1 out of 10","0 out of 9","1 out of 10","0.697553","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available"
"390066","GOOD SAMARITAN HOSPITAL","FOURTH AND WALNUT STREETS","Lebanon","PA","17042","LEBANON","0.861896","9 out of 10","9 out of 9","9 out of 10","0.856479","0 out of 10","2 out of 9","2 out of 10","0.850356","0 out of 10","0 out of 9","0 out of 10","0.475717","8 out of 10","3 out of 9","8 out of 10","0.421","1 out of 10","3 out of 9","3 out of 10"
"390067","PINNACLE HEALTH HOSPITALS","409 SOUTH SECOND STREET","Harrisburg","PA","17105","DAUPHIN","0.848896","1 out of 10","0 out of 9","1 out of 10","0.853952","0 out of 10","0 out of 9","0 out of 10","0.891302","4 out of 10","7 out of 9","7 out of 10","0.598340","1 out of 10","7 out of 9","7 out of 10","0.222","5 out of 10","1 out of 9","5 out of 10"
"390068","HEART OF LANCASTER REGIONAL MEDICAL CENTER","1500 HIGHLANDS DRIVE","Lititz","PA","17543","LANCASTER","0.856544","Not Available","Not Available","Not Available","0.881692","Not Available","Not Available","Not Available","0.884827","Not Available","Not Available","Not Available","0.525684","5 out of 10","6 out of 9","6 out of 10","Not Available","Not Available","Not Available","Not Available"
"390070","LOWER BUCKS HOSPITAL","501 BATH ROAD","Bristol","PA","19007","BUCKS","0.863380","Not Available","Not Available","Not Available","0.887109","3 out of 10","5 out of 9","5 out of 10","0.880488","Not Available","Not Available","Not Available","0.540217","5 out of 10","6 out of 9","6 out of 10","0.992","0 out of 10","0 out of 9","0 out of 10"
"390071","LOCK HAVEN HOSPITAL","24 CREE DRIVE","Lock Haven","PA","17745","CLINTON","0.856466","Not Available","Not Available","Not Available","0.872756","0 out of 10","0 out of 9","0 out of 10","0.881904","Not Available","Not Available","Not Available","0.493402","7 out of 10","7 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available"
"390072","BERWICK HOSPITAL CENTER","701 EAST 16TH STREET","Berwick","PA","18603","COLUMBIA","0.851542","Not Available","Not Available","Not Available","0.863400","0 out of 10","0 out of 9","0 out of 10","0.894358","Not Available","Not Available","Not Available","0.436912","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"390073","UPMC ALTOONA","620 HOWARD AVENUE","Altoona","PA","16601","BLAIR","0.850015","2 out of 10","0 out of 9","2 out of 10","0.872267","0 out of 10","0 out of 9","0 out of 10","0.867766","0 out of 10","0 out of 9","0 out of 10","0.484799","8 out of 10","0 out of 9","8 out of 10","1.172","0 out of 10","0 out of 9","0 out of 10"
"390076","BRANDYWINE HOSPITAL","201 REECEVILLE ROAD","Coatesville","PA","19320","CHESTER","0.861797","9 out of 10","9 out of 9","9 out of 10","0.883210","1 out of 10","2 out of 9","2 out of 10","0.902269","9 out of 10","9 out of 9","9 out of 10","0.540417","5 out of 10","4 out of 9","5 out of 10","2.037","0 out of 10","0 out of 9","0 out of 10"
"390079","ROBERT PACKER HOSPITAL","ONE GUTHRIE SQUARE","Sayre","PA","18840","BRADFORD","0.862421","10 out of 10","9 out of 9","10 out of 10","0.888577","4 out of 10","0 out of 9","4 out of 10","0.903653","9 out of 10","9 out of 9","9 out of 10","0.460227","9 out of 10","9 out of 9","9 out of 10","0.174","6 out of 10","7 out of 9","7 out of 10"
"390080","JEANES HOSPITAL","7600 CENTRAL AVENUE","Philadelphia","PA","19111","PHILADELPHIA","0.863694","10 out of 10","9 out of 9","10 out of 10","0.887297","3 out of 10","0 out of 9","3 out of 10","0.885010","1 out of 10","2 out of 9","2 out of 10","0.396767","10 out of 10","9 out of 9","10 out of 10","1.360","0 out of 10","0 out of 9","0 out of 10"
"390081","DELAWARE COUNTY MEMORIAL HOSPITAL","501 NORTH LANSDOWNE AVE","Drexel Hill","PA","19026","DELAWARE","0.847496","Not Available","Not Available","Not Available","0.889733","4 out of 10","0 out of 9","4 out of 10","0.903752","9 out of 10","9 out of 9","9 out of 10","0.473720","8 out of 10","8 out of 9","8 out of 10","0.344","2 out of 10","5 out of 9","5 out of 10"
"390084","SUNBURY COMMUNITY HOSPITAL","350 NORTH 11TH STREET","Sunbury","PA","17801","NORTHUMBERLAND","0.862634","Not Available","Not Available","Not Available","0.886200","Not Available","Not Available","Not Available","0.888085","3 out of 10","6 out of 9","6 out of 10","0.477083","8 out of 10","8 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available"
"390086","PENN HIGHLANDS DUBOIS","100 HOSPITAL AVENUE","Dubois","PA","15801","CLEARFIELD","0.849121","1 out of 10","1 out of 9","1 out of 10","0.894933","7 out of 10","8 out of 9","8 out of 10","0.886646","2 out of 10","0 out of 9","2 out of 10","0.426769","10 out of 10","9 out of 9","10 out of 10","0.000","10 out of 10","0 out of 9","10 out of 10"
"390090","WESTERN PENNSYLVANIA HOSPITAL","4800 FRIENDSHIP AVENUE","Pittsburgh","PA","15224","ALLEGHENY","Not Available","Not Available","Not Available","Not Available","0.877345","Not Available","Not Available","Not Available","0.872769","Not Available","Not Available","Not Available","0.616982","0 out of 10","2 out of 9","2 out of 10","0.323","3 out of 10","3 out of 9","3 out of 10"
"390091","UPMC NORTHWEST","100 FAIRFIELD DRIVE","Seneca","PA","16346","VENANGO","0.846642","Not Available","Not Available","Not Available","0.868849","0 out of 10","0 out of 9","0 out of 10","0.872632","0 out of 10","0 out of 9","0 out of 10","0.494530","7 out of 10","1 out of 9","7 out of 10","0.000","10 out of 10","9 out of 9","10 out of 10"
"390093","CLARION HOSPITAL","271 PERKINS ROAD","Clarion","PA","16214","CLARION","0.858228","Not Available","Not Available","Not Available","0.867129","Not Available","Not Available","Not Available","0.867631","0 out of 10","0 out of 9","0 out of 10","0.606945","1 out of 10","1 out of 9","1 out of 10","Not Available","Not Available","Not Available","Not Available"
"390096","ST JOSEPH MEDICAL CENTER","2500 BERNVILLE ROAD","Reading","PA","19605","BERKS","0.869093","10 out of 10","9 out of 9","10 out of 10","0.876874","0 out of 10","0 out of 9","0 out of 10","0.868995","0 out of 10","0 out of 9","0 out of 10","0.655602","0 out of 10","0 out of 9","0 out of 10","0.254","4 out of 10","5 out of 9","5 out of 10"
"390097","HOLY REDEEMER HOSPITAL AND MEDICAL CENTER","1648 HUNTINGDON PIKE","Meadowbrook","PA","19046","MONTGOMERY","0.851464","3 out of 10","0 out of 9","3 out of 10","0.883193","1 out of 10","0 out of 9","1 out of 10","0.878537","0 out of 10","0 out of 9","0 out of 10","0.450061","9 out of 10","9 out of 9","9 out of 10","0.340","2 out of 10","5 out of 9","5 out of 10"
"390100","LANCASTER GENERAL HOSPITAL","555 NORTH DUKE STREET","Lancaster","PA","17602","LANCASTER","0.862621","10 out of 10","0 out of 9","10 out of 10","0.893462","6 out of 10","3 out of 9","6 out of 10","0.882107","0 out of 10","0 out of 9","0 out of 10","0.563197","3 out of 10","6 out of 9","6 out of 10","0.510","0 out of 10","0 out of 9","0 out of 10"
"390101","MEMORIAL HOSPITAL","325 SOUTH BELMONT STREET","York","PA","17403","YORK","0.858235","7 out of 10","5 out of 9","7 out of 10","0.855531","0 out of 10","0 out of 9","0 out of 10","0.900891","8 out of 10","7 out of 9","8 out of 10","0.667158","0 out of 10","3 out of 9","3 out of 10","0.000","10 out of 10","9 out of 9","10 out of 10"
"390102","UPMC ST MARGARET","815 FREEPORT ROAD","Pittsburgh","PA","15215","ALLEGHENY","0.859888","8 out of 10","Not Available","8 out of 10","0.890364","5 out of 10","0 out of 9","5 out of 10","0.896654","6 out of 10","6 out of 9","6 out of 10","0.467307","9 out of 10","8 out of 9","9 out of 10","0.314","3 out of 10","0 out of 9","3 out of 10"
"390104","KANE COMMUNITY HOSPITAL","4372 ROUTE 6","Kane","PA","16735","MCKEAN","0.850351","Not Available","Not Available","Not Available","0.891358","5 out of 10","2 out of 9","5 out of 10","0.891043","4 out of 10","0 out of 9","4 out of 10","0.473451","8 out of 10","8 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available"
"390107","UPMC PASSAVANT","9100 BABCOCK BOULEVARD","Pittsburgh","PA","15237","ALLEGHENY","0.850879","3 out of 10","5 out of 9","5 out of 10","0.873934","0 out of 10","0 out of 9","0 out of 10","0.886505","2 out of 10","4 out of 9","4 out of 10","0.590423","2 out of 10","7 out of 9","7 out of 10","0.219","5 out of 10","1 out of 9","5 out of 10"
"390110","MEMORIAL MEDICAL CENTER","1086 FRANKLIN STREET","Johnstown","PA","15905","CAMBRIA","0.850143","2 out of 10","0 out of 9","2 out of 10","0.877175","0 out of 10","0 out of 9","0 out of 10","0.868213","0 out of 10","0 out of 9","0 out of 10","0.536370","5 out of 10","7 out of 9","7 out of 10","0.541","0 out of 10","1 out of 9","1 out of 10"
"390111","HOSPITAL OF UNIV OF PENNSYLVANIA","34TH & SPRUCE STS","Philadelphia","PA","19104","PHILADELPHIA","0.847321","Not Available","Not Available","Not Available","0.890769","5 out of 10","0 out of 9","5 out of 10","0.894911","6 out of 10","4 out of 9","6 out of 10","0.619656","0 out of 10","4 out of 9","4 out of 10","0.509","0 out of 10","0 out of 9","0 out of 10"
"390112","WINDBER HOSPITAL","600 SOMERSET AVENUE","Windber","PA","15963","SOMERSET","0.857873","Not Available","Not Available","Not Available","0.882107","Not Available","Not Available","Not Available","0.892771","Not Available","Not Available","Not Available","0.466816","9 out of 10","8 out of 9","9 out of 10","Not Available","Not Available","Not Available","Not Available"
"390113","MEADVILLE MEDICAL CENTER","751 LIBERTY STREET","Meadville","PA","16335","CRAWFORD","0.848310","Not Available","Not Available","Not Available","0.869618","0 out of 10","3 out of 9","3 out of 10","0.869470","0 out of 10","3 out of 9","3 out of 10","0.498068","7 out of 10","7 out of 9","7 out of 10","2.994","0 out of 10","0 out of 9","0 out of 10"
"390114","MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM","300 HALKET STREET","Pittsburgh","PA","15213","ALLEGHENY","0.859058","Not Available","Not Available","Not Available","0.868132","Not Available","Not Available","Not Available","0.893226","Not Available","Not Available","Not Available","0.772489","0 out of 10","3 out of 9","3 out of 10","0.789","0 out of 10","0 out of 9","0 out of 10"
"390115","ARIA HEALTH","10800 KNIGHTS ROAD","Philadelphia","PA","19114","PHILADELPHIA","0.807667","0 out of 10","0 out of 9","0 out of 10","0.901122","10 out of 10","9 out of 9","10 out of 10","0.885832","2 out of 10","1 out of 9","2 out of 10","0.403378","10 out of 10","9 out of 9","10 out of 10","0.420","1 out of 10","5 out of 9","5 out of 10"
"390116","MERCY SUBURBAN HOSPITAL","2701 DEKALB PIKE","Norristown","PA","19401","MONTGOMERY","0.850641","Not Available","Not Available","Not Available","0.867489","0 out of 10","0 out of 9","0 out of 10","0.881850","0 out of 10","1 out of 9","1 out of 10","0.376280","10 out of 10","9 out of 9","10 out of 10","0.000","10 out of 10","9 out of 9","10 out of 10"
"390117","UPMC BEDFORD MEMORIAL","10455 LINCOLN HIGHWAY","Everett","PA","15537","BEDFORD","0.846671","Not Available","Not Available","Not Available","0.881168","Not Available","Not Available","Not Available","0.871222","0 out of 10","Not Available","0 out of 10","0.466721","9 out of 10","8 out of 9","9 out of 10","Not Available","Not Available","Not Available","Not Available"
"390118","BRADFORD REGIONAL MEDICAL CENTER","116 INTERSTATE PARKWAY","Bradford","PA","16701","MCKEAN","0.860775","Not Available","Not Available","Not Available","0.886994","Not Available","Not Available","Not Available","0.893528","5 out of 10","8 out of 9","8 out of 10","0.554321","4 out of 10","5 out of 9","5 out of 10","Not Available","Not Available","Not Available","Not Available"
"390119","MOSES TAYLOR HOSPITAL","700 QUINCY AVENUE","Scranton","PA","18510","LACKAWANNA","0.850196","Not Available","Not Available","Not Available","0.860915","0 out of 10","0 out of 9","0 out of 10","0.870316","0 out of 10","0 out of 9","0 out of 10","0.466413","9 out of 10","6 out of 9","9 out of 10","0.994","0 out of 10","0 out of 9","0 out of 10"
"390123","POTTSTOWN MEMORIAL MEDICAL CENTER","1600 EAST HIGH STREET AND ARMAND HAMMER BLVD","Pottstown","PA","19464","MONTGOMERY","0.840644","0 out of 10","0 out of 9","0 out of 10","0.858432","0 out of 10","1 out of 9","1 out of 10","0.846148","0 out of 10","0 out of 9","0 out of 10","0.468897","8 out of 10","9 out of 9","9 out of 10","0.432","1 out of 10","0 out of 9","1 out of 10"
"390125","WAYNE MEMORIAL HOSPITAL","601 PARK STREET","Honesdale","PA","18431","WAYNE","0.834196","Not Available","Not Available","Not Available","0.849622","0 out of 10","0 out of 9","0 out of 10","0.864694","0 out of 10","0 out of 9","0 out of 10","0.364332","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"390127","PHOENIXVILLE HOSPITAL","140 NUTT ROAD","Phoenixville","PA","19460","CHESTER","0.852876","4 out of 10","3 out of 9","4 out of 10","0.890967","5 out of 10","0 out of 9","5 out of 10","0.886502","2 out of 10","3 out of 9","3 out of 10","0.438628","10 out of 10","9 out of 9","10 out of 10","1.633","0 out of 10","0 out of 9","0 out of 10"
"390132","ST JOSEPH'S HOSPITAL","1600 WEST GIRARD AVENUE","Philadelphia","PA","19130","PHILADELPHIA","0.853276","Not Available","Not Available","Not Available","0.886183","Not Available","Not Available","Not Available","0.878717","Not Available","Not Available","Not Available","0.494361","7 out of 10","7 out of 9","7 out of 10","2.994","0 out of 10","0 out of 9","0 out of 10"
"390133","LEHIGH VALLEY HOSPITAL","1200 SOUTH CEDAR CREST BOULVARD","Allentown","PA","18105","LEHIGH","0.870321","10 out of 10","9 out of 9","10 out of 10","0.876376","0 out of 10","0 out of 9","0 out of 10","0.911530","10 out of 10","9 out of 9","10 out of 10","0.595324","2 out of 10","0 out of 9","2 out of 10","0.798","0 out of 10","0 out of 9","0 out of 10"
"390137","WILKES-BARRE GENERAL HOSPITAL","575 NORTH RIVER STREET","Wilkes-Barre","PA","18764","LUZERNE","0.819516","0 out of 10","0 out of 9","0 out of 10","0.856507","0 out of 10","2 out of 9","2 out of 10","0.858315","0 out of 10","0 out of 9","0 out of 10","0.483626","8 out of 10","8 out of 9","8 out of 10","0.201","5 out of 10","6 out of 9","6 out of 10"
"390138","WAYNESBORO HOSPITAL","501 EAST MAIN ST","Waynesboro","PA","17268","FRANKLIN","0.873365","10 out of 10","9 out of 9","10 out of 10","0.887238","3 out of 10","3 out of 9","3 out of 10","0.892411","5 out of 10","4 out of 9","5 out of 10","0.623587","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available"
